datetime,A_sigma,B_sigma,C_sigma,D_sigma,E_sigma,F_sigma,G_sigma,H_sigma,I_sigma,J_sigma,K_sigma,L_sigma,M_sigma,N_sigma,O_sigma,P_sigma,Q_sigma,U_sigma,A_count,B_count,C_count,D_count,E_count,F_count,G_count,H_count,I_count,J_count,K_count,L_count,M_count,N_count,O_count,P_count,Q_count,U_count,mean,count,sigma
2013-10-01 00:00:00,22.483999900000004,2.231,16.124000000000002,31.075000000000006,181.51300000000018,59.527000000000015,20.607,46.17900000000003,3.246,19.572999799999998,16.672999999999995,29.54900000000001,10.868999999999996,12.200000000000003,7.195,28.055000099999994,80.38499999999992,3.423999999999999,111,20,112,196,1126,509,150,362,40,72,132,253,89,121,80,84,660,37,0.14225060178141555,4154,590.9089998000002
2013-10-01 00:30:00,21.848999799999998,2.033,14.206999999999999,28.021000000000004,158.91600060000016,55.239000000000004,16.881999999999994,42.202,3.0719999999999996,14.414000099999992,14.910999999999996,28.283,10.427999999999997,11.699999999999998,7.583999999999998,21.316000099999993,68.13400010000002,3.511,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.12583100642753975,4154,522.7020007000001
2013-10-01 01:00:00,20.983999899999993,2.2400000000000007,12.668999999999999,26.3860001,137.26999970000034,52.24199990000004,15.231000000000003,39.84100000000003,3.1760000000000006,10.553000099999997,13.252,25.400000000000006,9.265000000000002,10.473,7.781,18.802,63.985000000000014,4.455999900000001,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.11410832922484364,4154,474.00599960000045
2013-10-01 01:30:00,20.789000000000005,2.137,12.616999999999997,25.677999999999987,131.39300000000006,48.97099989999999,13.498999999999992,39.245,3.245,9.644000099999996,13.52,24.643000000000004,10.049999999999999,10.001999999999995,6.509999999999999,14.7080002,58.943999899999945,3.5960000000000005,111,20,111,197,1124,509,150,362,40,72,132,254,89,120,81,84,661,36,0.10816060681435107,4153,449.1910001
2013-10-01 02:00:00,21.022000000000002,2.144,12.403000000000002,26.260999999999985,121.05499960000006,46.685999999999964,13.682999999999995,37.282000000000004,3.3819999999999997,7.743,12.862999999999996,23.641000000000005,8.599000000000002,9.189999999999998,6.298000000000002,10.185999999999998,53.52400000000001,2.9939999999999998,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.10085604227250844,4154,418.95599960000004
2013-10-01 02:30:00,19.4229999,2.2030000000000003,12.961000000000006,24.899000000000008,117.98000010000024,44.175,14.5459999,37.87400000000002,3.3810000000000002,8.490000099999998,12.220000000000008,23.858000000000015,8.485,9.610000000000005,6.287,8.583999999999998,54.50399999999999,2.6300000000000003,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.0992079922965817,4154,412.11000000000035
2013-10-01 03:00:00,20.796999999999997,2.251,12.513000000000002,24.513000000000005,115.18100000000021,44.07700000000001,15.730999999999993,36.87200000000002,4.432,8.908999900000001,12.021999999999998,24.139000000000006,8.554,9.124,6.682999999999998,5.684999999999997,52.61400000000004,2.604,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.09790587383245072,4154,406.7009999000003
2013-10-01 03:30:00,20.593999899999996,2.0980000000000003,12.102999999999996,25.223,112.81599980000026,43.31699999999997,14.142999999999997,38.35800000000003,3.0410000000000004,8.408000000000003,12.835,26.709,7.929000099999998,9.240999999999993,6.663,6.178,50.49199999999998,2.5389999999999997,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.09693957626384213,4154,402.6869998000002
2013-10-01 04:00:00,20.768000000000004,2.5849999999999995,12.894,26.43799999999999,119.94799990000021,44.14899999999998,13.787,38.84200000000005,3.1210000000000004,8.131,12.568999999999997,25.815000000000012,9.138,9.642999999999997,7.008999999999999,6.441999999999999,54.83699999999999,2.9600000000000004,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.10088493016369769,4154,419.0759999000002
2013-10-01 04:30:00,21.434999800000003,2.3729999999999998,13.318999999999999,26.974999999999994,126.00599980000015,47.571,16.592999999999996,42.07600000000001,4.298000000000001,6.894,15.63500000000001,26.647999999999985,10.712000000000002,12.011999999999999,8.297000000000002,6.143999999999999,55.12100009999996,3.2890000000000006,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.10722147320654792,4154,445.3979997
2013-10-01 05:00:00,22.696,2.507,14.603999999999997,25.583000000000002,136.97300000000007,51.74800000000002,18.449000000000005,46.750000000000014,3.5809999999999995,9.858999999999996,16.69,30.259000000000007,11.846,14.110000000000003,8.073,6.881999999999999,59.41199999999999,3.353,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.11636374578719309,4154,483.3750000000001
2013-10-01 05:30:00,25.325000000000006,3.311,17.6369999,32.707999999999984,159.1700002000002,62.08900000000004,22.2509999,60.506999900000025,6.396999999999999,13.045000000000002,19.055000099999997,41.46599999999998,13.362000100000001,14.466999999999993,10.169999999999998,8.932999999999998,64.70200000000003,5.148,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.1395625902985075,4154,579.7430001000002
2013-10-01 06:00:00,33.04699980000001,4.274,24.524999999999988,43.447999999999986,184.68199999999993,77.95300000000016,25.500000000000004,71.39799990000002,5.970999999999997,18.299,23.2909999,51.968999799999985,14.323000100000003,18.947999999999993,10.841000000000003,8.965999999999996,74.08100000000009,4.327999999999999,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.16751179573904673,4154,695.8439995000001
2013-10-01 06:30:00,42.041,4.981999999999999,31.065000099999995,54.035000000000004,236.34400010000024,94.2200000000001,34.16200010000001,78.78900010000002,6.107,18.149,23.551999999999996,51.7399999,17.2900001,20.201000100000012,14.730000099999991,12.027000000000001,85.82300010000009,7.227000100000001,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.20040539258545992,4154,832.4840008000006
2013-10-01 07:00:00,47.145999999999994,4.999,30.4490001,54.3079999,234.83999940000032,94.1080003,35.95599999999999,77.38900000000002,6.635,18.377999999999997,25.180000100000004,50.406000000000006,17.782999999999994,24.512999999999984,12.674000000000001,9.329,92.59299989999992,8.067,111,20,111,197,1125,509,150,362,40,72,132,254,89,120,81,84,661,36,0.20335893107847863,4154,844.7529997000003
