datetime,A_sigma,B_sigma,C_sigma,D_sigma,E_sigma,F_sigma,G_sigma,H_sigma,I_sigma,J_sigma,K_sigma,L_sigma,M_sigma,N_sigma,O_sigma,P_sigma,Q_sigma,U_sigma,A_count,B_count,C_count,D_count,E_count,F_count,G_count,H_count,I_count,J_count,K_count,L_count,M_count,N_count,O_count,P_count,Q_count,U_count,mean,count,sigma
2012-10-01 00:00:00,22.623000000000008,1.863,14.377,39.29700009999999,167.94200010000026,67.06200010000003,15.636,38.117000000000026,2.9499999999999993,9.873999999999997,18.427000000000007,24.795000000000005,9.567999999999998,12.151000000000005,6.293000000000001,6.698999999999999,74.90000000000005,7.798000000000001,84,14,92,218,1194,517,124,274,30,66,140,202,75,102,66,84,678,33,0.13532982727272738,3993,540.3720003000004
2012-10-01 00:30:00,20.79300010000001,1.8739999999999999,13.123,36.45399999999999,203.35399949999996,61.53000000000006,13.451,35.68599999999998,2.7820000000000005,22.2159998,15.792999999999996,22.621000000000013,8.799,11.505999999999997,6.052999999999999,33.741999899999996,79.75200000000001,7.579,84,14,92,218,1192,517,124,275,30,66,140,202,75,102,66,84,677,33,0.1496136304936106,3991,597.1079992999998
2012-10-01 01:00:00,20.181000100000002,1.784,11.664,33.9650001,189.59700050000012,57.29700010000002,12.988,31.943,2.8720000000000003,13.514999900000001,16.16600009999999,21.01,8.126000000000003,9.612000000000002,5.643,30.1960003,68.985,6.811000000000001,84,14,92,218,1192,517,124,275,30,66,140,202,75,102,66,84,677,33,0.1358945129290905,3991,542.3550011000002
2012-10-01 01:30:00,18.6419999,1.7249999999999999,11.577000000000002,33.70100000000001,172.38299920000006,54.22800000000005,12.194000000000003,30.34799999999997,2.72,8.385999999999997,14.833999999999996,20.837999999999994,7.614999999999999,9.437999999999999,5.642,25.129999900000005,63.64799989999998,7.2910001,84,14,92,218,1192,517,124,275,30,66,140,202,75,102,66,84,677,33,0.1253670756702581,3991,500.3399990000001
2012-10-01 02:00:00,18.697000000000003,1.848,11.655000000000005,31.786999999999992,153.1270005,53.706000200000034,11.897,29.094999999999985,2.451,8.440999999999997,12.932999999999998,20.371000000000006,7.265000000000002,9.330000000000004,5.618999999999997,18.2579999,59.04500000000003,5.471999899999999,84,14,92,218,1192,517,124,275,30,66,140,202,75,102,66,84,677,33,0.11550914570283138,3991,460.99700050000007
2012-10-01 02:30:00,18.57,1.496,11.520999999999999,29.715999999999998,136.7940000000002,49.65400000000002,11.187999999999999,28.016000000000016,2.49,6.829,13.065000000000001,20.112000000000013,7.074,8.838999999999995,5.731,13.922000000000002,58.481000100000024,5.2720001000000005,84,14,92,218,1192,517,124,275,30,66,140,202,75,102,66,84,677,33,0.10743422706088708,3991,428.7700002000003
2012-10-01 03:00:00,18.206,1.6,10.748000000000008,29.0560001,134.6569999000001,48.18300000000003,13.057000000000004,27.581,2.604,7.677000000000001,12.491,20.55399999999999,6.73,9.308000000000003,6.229999999999999,10.55,55.277000000000044,6.980000100000002,84,14,92,218,1192,517,124,275,30,66,140,202,75,102,66,84,677,33,0.1056098722375345,3991,421.48900010000017
2012-10-01 03:30:00,17.735999899999996,1.517,10.248000000000001,28.947999999999997,127.03499990000013,48.55800000000001,16.229,28.818999999999992,2.812,7.198,12.296999999999999,21.375999999999987,7.137999999999997,9.277000000000001,5.921,9.286999899999998,54.44900009999996,6.345,84,14,92,218,1192,517,124,275,30,66,140,202,75,102,66,84,677,33,0.10403157098471563,3991,415.18999980000007
2012-10-01 04:00:00,17.99400000000001,1.5899999999999999,10.477999999999994,28.80400000000001,129.54100000000005,50.21499999999995,12.400000000000002,28.23299999999998,2.735,7.492,12.190999999999997,21.473000000000017,6.883999999999998,11.419999999999996,6.485000000000002,9.848999999999998,56.85699999999999,5.3540000999999995,84,14,92,218,1192,517,124,275,30,66,140,202,75,102,66,84,677,33,0.1052355299674267,3991,419.99500009999997
2012-10-01 04:30:00,18.6220001,1.8479999999999999,11.256999999999998,30.121999999999982,138.76599990000008,52.958,14.049999899999994,30.54199999999999,2.5,7.361999999999997,14.564999999999992,22.255,7.824999999999998,11.382,7.083999999999999,9.870999999999997,57.957000099999995,5.4840000999999985,84,14,92,218,1192,517,124,275,30,66,140,202,75,102,66,84,677,33,0.11136306692558258,3991,444.45000010000007
