datetime,A_sigma,B_sigma,C_sigma,D_sigma,E_sigma,F_sigma,G_sigma,H_sigma,I_sigma,J_sigma,K_sigma,L_sigma,M_sigma,N_sigma,O_sigma,P_sigma,Q_sigma,U_sigma,A_std,B_std,C_std,D_std,E_std,F_std,G_std,H_std,I_std,J_std,K_std,L_std,M_std,N_std,O_std,P_std,Q_std,U_std,A_count,B_count,C_count,D_count,E_count,F_count,G_count,H_count,I_count,J_count,K_count,L_count,M_count,N_count,O_count,P_count,Q_count,U_count,count,sigma,mean,std
2012-09-01 00:00:00,20.7119999,1.2780000000000002,9.430999999999997,36.42500000000001,148.90099990000036,68.59800000000003,11.969000000000001,32.098,2.039,5.119000000000002,17.78099999999999,22.185000000000002,7.4510000000000005,10.485000000000001,7.046000000000003,6.198999999999997,72.71499999999996,6.422999900000001,0.3237668051366669,0.10607314038488307,0.12060620523191438,0.20311541118956136,0.16519086874030625,0.14783137779664401,0.1192187020262864,0.155428563256753,0.05350302651396317,0.09629850105915944,0.10936892200114101,0.14483758307830163,0.13648847904022635,0.07835871425758684,0.09834759639927212,0.08921403801147695,0.10681909359980475,0.43093028093680796,74,10,71,216,1186,514,102,230,26,53,140,169,64,89,60,83,677,30,3794,486.85499970000035,0.12832235100158154,0.15654419455705812
2012-09-01 00:30:00,18.583000000000002,1.266,8.508999999999997,32.161,161.00100050000003,62.61700000000003,12.703000000000005,28.343999999999994,2.141,14.258999999999999,16.602,20.32900000000001,6.954000000000001,9.463999999999997,6.820999999999998,25.877999999999993,74.98999990000002,5.476999900000001,0.30014209534362263,0.07793330481892834,0.10098736100371655,0.15315483199183158,0.22812164057678694,0.12419141116213556,0.16112467785302204,0.11530262671820828,0.05176094458774284,0.47366541105039983,0.11508782918946586,0.14680929468311474,0.10860562392260836,0.0878945576736209,0.1091401705606421,0.5473110108876379,0.16470562899725924,0.43652645207917,73,10,71,216,1188,514,102,230,26,53,140,169,64,89,58,83,675,30,3791,508.09900030000006,0.13402769725666053,0.20599895685891306
2012-09-01 01:00:00,18.108999999999998,0.991,7.079000000000001,30.033000000000005,143.3950001000001,60.140999800000024,10.940999999999999,26.436000000000014,1.923,10.400000100000002,15.783999999999999,18.647999999999996,6.607999999999998,8.807999999999998,7.417999999999999,22.333999799999994,69.23000000000008,5.628999899999999,0.29264328535907563,0.055794165366003,0.07670581918066621,0.1515750274731573,0.1911942648433763,0.144786260906065,0.11647937194424814,0.09955194706875112,0.05652573273774043,0.3547525541398159,0.112512021511409,0.11205202062186907,0.10108883410620768,0.07706040273091007,0.1495262330625155,0.5072456701358953,0.1443129741123181,0.42098941734562856,73,10,71,216,1187,514,102,230,26,53,140,169,64,89,58,83,675,30,3790,463.9069997000002,0.12240290229551457,0.18268428889149152
2012-09-01 01:30:00,17.789999999999996,0.9970000000000001,7.195000000000003,28.70399999999999,128.2850000000002,56.99999989999995,10.817999999999994,26.009000000000004,2.0050000000000003,7.291,13.702999999999998,17.365000000000006,6.588999999999995,8.204999999999998,6.555999999999999,15.938999999999997,60.455999900000016,5.8479999000000005,0.30944972150090283,0.05562583332709122,0.07728609996296172,0.14726800965133827,0.1594879884085683,0.14242734383571792,0.12342230678634876,0.12135309609577175,0.05166687675722382,0.2754997214457591,0.09390546814528317,0.08894305167494007,0.1024993116024115,0.06813487232962921,0.1261258026270765,0.3667383079015818,0.11130714814627281,0.41903079873035354,73,10,71,216,1188,515,102,230,26,53,140,169,64,89,58,83,675,30,3792,420.75499970000016,0.11095859696729962,0.1567670822209985
2012-09-01 02:00:00,17.148,0.9210000000000002,7.277000000000001,27.494999999999973,120.76500000000013,51.607999999999954,11.837000000000002,23.046,1.9979999999999998,5.902999999999999,13.099999999999996,17.45400000000001,5.966000000000001,8.002999999999998,5.620000000000001,10.005,58.142999999999994,4.924999999999999,0.2800655262802876,0.054620814103538716,0.07552953504413955,0.13446380380936618,0.13403889466395452,0.11097171925157512,0.16116570265382332,0.07563792168288701,0.052190951175614585,0.17038804427350468,0.06482640270100706,0.09132887748713447,0.09533124685528939,0.06416566355909967,0.09192496743009265,0.24730578983906223,0.09711657611897268,0.3913101850444737,73,10,71,216,1188,515,102,230,26,53,140,169,64,89,58,83,675,30,3792,391.21400000000006,0.1031682489451477,0.13008723880988426
2012-09-01 02:30:00,16.226999999999993,0.952,6.701999999999999,29.0570001,116.36200000000018,49.51499999999998,9.559999999999995,23.25799999999999,1.963,5.493000000000002,13.131999999999998,16.810000000000002,5.574999999999999,8.616,5.484999999999999,8.134000099999998,55.290000099999986,5.4290001,0.2794197598721349,0.048689035954948036,0.06323956240772959,0.162100458174103,0.12902306359237242,0.09465943540619733,0.07971485778534344,0.09584536744070794,0.04208111215260357,0.15867517550251745,0.06553303302355377,0.09408608238652912,0.09136949530679833,0.08055783868022665,0.07850737188962789,0.1843195228864086,0.09579943912014101,0.3953099760368478,73,10,71,216,1188,515,102,230,26,53,140,169,64,89,58,83,675,30,3792,377.5600004000001,0.09956751065400846,0.12463949160008232
2012-09-01 03:00:00,16.477,0.8770000000000001,7.2059999999999995,27.47699999999999,117.00099999999998,49.491,10.369000000000003,22.139999999999976,2.3710000000000004,5.486000000000001,13.081000000000001,15.444999999999997,5.391999999999998,7.628,5.538,7.286,53.77299999999999,5.720999900000001,0.2798393626237527,0.05616454001908638,0.08506331645804227,0.14660086019291402,0.12782153983625447,0.09634622583432419,0.13829295172564246,0.07594718768998523,0.0838389022975703,0.2238182317659294,0.06412007740812745,0.07157971849839834,0.07804414705081278,0.06050661163106493,0.07784718304502725,0.17541512075664284,0.08569711223611566,0.4044452107619476,73,10,71,216,1188,515,102,230,26,53,140,169,64,89,58,83,675,30,3792,372.7589998999999,0.09830142402426158,0.1232692751109577
2012-09-01 03:30:00,16.476,0.98,6.783999999999999,26.065,116.6250000000001,48.284,10.895999999999997,23.384000000000007,2.217,6.049,14.346,15.22599999999999,5.575,7.7620000000000005,5.137999999999999,7.209999999999998,53.84300000000001,4.485,0.27090669185633237,0.054420175997101985,0.06786600005733871,0.10859615098830432,0.1266250426487576,0.08927733178393181,0.1329754992518596,0.10041470531490027,0.07323199174803738,0.2342405106637069,0.11859631321729973,0.0718430202232908,0.08279063615242854,0.06456629290717628,0.07999452491851489,0.16506065190388364,0.10237216449671882,0.3833872400877069,73,10,71,216,1188,515,102,230,26,53,140,169,64,89,58,83,675,30,3792,371.3450000000001,0.09792853375527429,0.12328128096774324
2012-09-01 04:00:00,16.524999999999995,0.883,6.962000000000001,25.98900000000002,116.26900000000005,50.95599999999999,10.394999999999998,23.24799999999999,2.289,6.449999999999999,14.031000000000002,15.88199999999999,6.4830000000000005,8.454,5.3549999999999995,5.839,52.16099999999998,4.699,0.27504047716499413,0.050447001893075855,0.07509439532518745,0.1305347669687923,0.1347933198297035,0.12242079442864852,0.13736401757945146,0.08896347789238536,0.07659476784701721,0.24436122260243376,0.128152228939325,0.07421517562873398,0.14772246389525767,0.060025277702212956,0.08171653785485326,0.08574244384470239,0.09830406672724047,0.37790999506207307,73,10,71,216,1188,515,102,230,26,53,140,169,64,89,58,83,675,30,3792,372.87000000000006,0.09833069620253167,0.1300499075385851
2012-09-01 04:30:00,16.196999899999998,0.9600000000000001,7.052000000000001,26.377000000000002,119.55300010000015,49.54300000000003,10.502000000000002,24.314999999999987,1.7310000000000003,4.746,13.816,18.271000000000004,5.410999999999999,8.747000000000003,5.553,7.089000000000001,54.467000099999936,5.014999999999998,0.27273877530081353,0.06195697431820462,0.06890858844417151,0.11898798271315648,0.14372757501615843,0.11204800597075942,0.08677704692282454,0.10257319530419101,0.03966073431183349,0.17278516741426175,0.07971289179418324,0.13853400957512305,0.07515970925197402,0.08170345335475075,0.08036049486474205,0.13716671680348794,0.13076046807558253,0.3955475544306802,73,10,71,216,1188,515,102,230,26,53,140,169,64,89,58,83,675,30,3792,379.3450001000001,0.1000382384229958,0.13510581035242403
