datetime,A_sigma,B_sigma,C_sigma,D_sigma,E_sigma,F_sigma,G_sigma,H_sigma,I_sigma,J_sigma,K_sigma,L_sigma,M_sigma,N_sigma,O_sigma,P_sigma,Q_sigma,U_sigma,A_count,B_count,C_count,D_count,E_count,F_count,G_count,H_count,I_count,J_count,K_count,L_count,M_count,N_count,O_count,P_count,Q_count,U_count,mean,count,sigma
2013-12-01 00:00:00,45.51900009999998,4.521999999999999,25.190000000000005,51.17299990000001,325.52000089999973,103.5469999,33.41599990000001,83.02099989999999,6.894000000000003,40.49499990000001,27.487000000000013,49.6940001,17.384999899999997,18.292999999999992,12.477999999999994,44.6220001,119.15699980000008,8.670000000000002,106,19,107,194,1100,498,146,356,40,71,131,251,88,120,79,84,648,36,0.24965218468335784,4074,1017.0830003999998
2013-12-01 00:30:00,39.23799999999998,4.504,23.853,46.868,303.4339992999999,91.64200010000006,31.349999900000007,76.58500009999995,5.508000000000002,34.95299959999999,27.155999999999988,45.164999999999985,14.566999999999993,15.952000000000002,14.222999899999996,41.44900009999999,108.24499990000002,7.49,106,19,107,194,1101,499,147,356,40,71,132,251,89,120,78,84,650,36,0.228475980122549,4080,932.1819988999999
2013-12-01 01:00:00,35.0740001,4.273,22.527999900000005,40.95699989999999,265.1619997999999,85.05799990000013,23.635999899999995,63.91900000000006,5.8279999,27.034,24.110999900000003,40.92000009999998,12.883999999999997,15.082,11.903000100000003,34.110999699999994,101.7510000000001,7.946,106,19,107,194,1101,499,147,356,40,71,132,251,89,120,78,84,650,36,0.2015139703921569,4080,822.1769992000002
2013-12-01 01:30:00,31.70100009999999,3.7160000000000006,16.742,35.48900010000001,231.9159995000001,77.82700010000009,23.253999800000006,55.56099999999997,5.079999999999999,21.079999999999995,21.319999999999997,37.189999999999976,13.521999999999995,14.286999999999997,10.688999999999995,27.725000499999997,92.13100000000007,7.176000000000001,106,19,107,194,1101,499,147,356,40,71,132,251,89,120,78,84,650,36,0.17804068629901965,4080,726.4060001000001
2013-12-01 02:00:00,32.086000000000006,3.4400000000000004,16.153,32.09399999999999,212.3719997000002,68.77300010000002,22.7169999,51.293999999999976,4.521,16.204000100000002,17.286,35.015000000000015,12.085999999999997,14.210999999999997,8.250999999999996,24.998999899999998,85.52699970000006,7.522999900000001,106,19,107,194,1101,499,147,356,40,71,132,251,89,120,78,84,650,36,0.16288039198529417,4080,664.5519993000001
2013-12-01 02:30:00,30.947999999999986,2.322,14.422000000000002,32.28500000000003,201.6430006999999,66.97899979999997,20.514999999999997,47.29899999999999,4.171999999999999,14.477000000000004,17.275,31.40700000000001,11.144999899999997,13.699999999999994,7.5169999999999995,20.031,75.22600000000008,6.336,106,19,107,194,1101,499,147,356,40,71,132,251,89,120,78,84,650,36,0.1513968138235294,4080,617.6990003999999
2013-12-01 03:00:00,29.691000100000014,2.378,14.145999999999994,26.27699990000001,189.4620000999999,57.969999999999985,21.207,45.73699999999999,4.2010000000000005,12.813999999999997,17.716999999999995,30.101999999999997,11.227999999999998,12.99,7.371999999999997,17.3319999,67.35800000000009,6.5,106,19,107,194,1101,499,147,356,40,71,132,251,89,120,78,84,650,36,0.14080441176470587,4080,574.482
2013-12-01 03:30:00,27.176000100000007,2.394,13.730999999999998,26.908,176.12299970000012,55.683000100000044,22.49099989999999,45.15000000000005,4.672000000000001,12.0250001,16.097999999999995,30.270000000000017,10.401999999999997,12.830999999999998,8.238999999999999,14.317999999999998,63.827000100000014,6.563999999999999,106,19,107,194,1101,499,147,356,40,71,132,251,89,120,78,84,650,36,0.13453480392156866,4080,548.9020000000002
2013-12-01 04:00:00,26.35200010000001,2.436,14.138000000000002,26.072000000000017,168.02299970000007,54.73399999999997,21.73600009999999,42.82699990000003,4.555000099999999,11.957,15.227999999999996,30.285,10.474999999999998,12.44,7.846000000000001,13.304999999999994,62.9259999,5.789000000000001,106,19,107,194,1101,499,147,356,40,71,132,251,89,120,78,84,650,36,0.13017745093137256,4080,531.1239998000001
2013-12-01 04:30:00,25.781999900000002,2.272,12.816,27.77999990000001,167.3559996999999,55.49900010000001,21.163999999999994,44.65000010000001,4.481000000000001,11.609,16.587000000000003,29.949000000000005,11.328000099999997,11.873999999999997,7.704000000000001,11.731999999999998,62.42300000000003,4.928,106,19,107,194,1101,499,147,356,40,71,132,251,89,120,78,84,650,36,0.12988578426470587,4080,529.9339997999999
